name,gender
Agneza,Female
Agni,Female
Agnieška,Female
Agnieszka,Female
Agnietė,Female
Agnija,Female
Agnis,Male
Agnita,Female
Ago,Male
Agon,Male
Agora,Female
Agoritsa,Female
Agostina,Female
Agostiña,Female
Agostinho,Male
Agostino,Male
Ágoston,Male
Ågot,Female
Agota,Female
Ágota,Female
Ågoth,Female
Agra,Female
Agripina,Female
Agrippina,Female
Agrippino,Male
Agris,Male
Agrita,Female
Agron,Male
Agshin,Male
Agu,Male
Águeda,Female
Aguinaldo,Male
Agunde,Female
Agurne,Female
Agurtzane,Female
Ágúst,Male
Ágústa,Female
Agusti,Male
Agustin,Male
Agustín,Male
Agustina,Female
Ágústína,Female
Aharon,Male
Aherine,Female
Ahilan,Male
Ahile,Male
Ahlam,Female
Ahlerich,Male
Ahlrich,Male
Ahlrike,Female
Ahmad,Male
Ahmed,Male
Ahmet,Male
Ahmo,Male
Ahrend,Male
Ahsen,Female
Ahti,Male
Ahto,Male
Ahu,Female
Ahuva,Female
Ahuvah,Female
Ai,Female
Aia,Female
Aiace,Male
Aibek,Male
Aicha,Female
Aicke,Male
Aida,Female
Aïda,Female
Aidan,Male
Aidana,Female
Aidar,Male
Aidas,Male
Aide,Female
Aideen,Female
Aidel,Female
Aiden,Male
Aido,Male
Aiert,Male
Aiga,Female
Aigar,Male
Aigars,Male
Aigerim,Female
Aigris,Male
Aigul,Female
Aija,Female
Aikaterini,Female
Aiki,Female
Aiko,Female
Aiko,Male
Aila,Female
Aile,Female
Aileen,Female
Ailert,Male
Aili,Female
Ailidh,Female
Ailie,Female
Ailin,Female
Ailín,Male
Ailis,Female
Ailís,Female
Ailish,Female
Ailsa,Female
Ailt,Male
Aima,Female
Aiman,Female
Aiman,Male
Aimantas,Male
Aimar,Male
Aime,Female
Aimé,Male
Aimee,Female
Aimée,Female
Aimeric,Male
Aimery,Male
Aimi,Female
Aimie,Female
Aimilia,Female
Aimilios,Male
Aimo,Male
Aimur,Male
Aimy,Female
Ain,Male
Aina,Female
Ainagul,Female
Ainar,Male
Ainara,Female
Ainars,Male
Ainārs,Male
Ainash,Female
Aindrias,Male
Aindriú,Male
Áine,Female
Aingeru,Male
Ainhoa,Female
Aini,Female
Ainikki,Female
Ainis,Male
Aino,Female
Aino,Male
Ainoriitta,Female
Ainsworth,Male
Aintzane,Female
Ainur,Female
Ainura,Female
Aira,Female
Aire,Female
Aires,Male
Airete,Female
Airi,Female
Airidas,Male
Airina,Female
Airo,Female
Aiša,Female
Aischa,Female
Aisha,Female
Aishah,Female
Aishe,Female
Aishling,Female
Aislin,Female
Aisling,Female
Aislinn,Female
Aisma,Female
Aiso,Male
Aita,Female
Aitan,Male
Aitana,Female
Aiten,Female
Aitor,Male
Aitzol,Male
Aiva,Female
Aivar,Male
Aivaras,Male
Aivars,Male
Aive,Female
Aivi,Female
Aivils,Male
Aivis,Male
Aivo,Female
Aiyana,Female
Aize,Male
Aizhan,Female
Aizo,Male
Aja,Female
Ajay,Male
Ajaz,Male
Ajda,Female
Ajdin,Male
Ajdina,Female
Ajet,Male
Ajeta,Female
Ajete,Female
Ajiša,Female
Ajka,Female
Ajkun,Male
Ajkune,Female
Ajla,Female
Ajmal,Male
Ajmer,Male
Ajrie,Female
Ajša,Female
Ajshe,Female
Ajten,Male
Ajtene,Female
Ajub,Male
Akaki,Male
Akan,Male
Akane,Female
Akari,Female
Akash,Male
Akbar,Male
Akbota,Female
Akçay,Male
Ake,Male
Åke,Male
Akeem,Male
Akemi,Female
Aketza,Male
Akgül,Female
Akhila,Female
Akhtar,Male
Aki,Female
Aki,Male
Áki,Male
Akiba,Male
Akif,Male
Akife,Female
Akifumi,Male
Akiharu,Male
Akihiko,Male
Akihiro,Male
Akihisa,Male
Akihito,Male
Akikazu,Male
Akiko,Female
Akil,Male
Akila,Female
Akim,Male
Akimasa,Male
Akimitsu,Male
Akın,Male
Akina,Female
Akindynos,Male
Akino,Female
Akinobu,Male
Akinori,Male
Akio,Male
Akitomo,Male
Akitoshi,Male
Akiva,Male
Akiyo,Female
Akiyoshi,Male
Akke,Male
Akkie,Female
Akmal,Male
Akmaral,Female
Akmini,Female
Ákos,Male
Akper,Male
Akram,Male
Akrivi,Female
Akrom,Male
Aksana,Female
Aksel,Male
Akseli,Male
Aku,Male
Akylbek,Male
Al,Male
Ala,Female
Alaaddin,Male
Alaattin,Male
Aladár,Male
Aladdin,Male
Aladina,Female
Aladino,Male
Alaeddine,Male
Alaettin,Male
Alaga,Male
Alain,Male
Alaina,Female
Alaïs,Female
Alaitz,Female
Alajos,Male
Alak,Male
Alakananda,Male
Alam,Male
Alamanno,Male
Alamgir,Male
Alan,Male
Alana,Female
Alanah,Female
Alanis,Female
Alanna,Female
Alannah,Female
Alar,Male
Alari,Male
Alaric,Male
Alarich,Male
Alarico,Male
Alarik,Male
Alasdair,Male
Alastair,Male
Alaster,Male
Alayna,Female
Alazdin,Male
Alazne,Female
Alba,Female
Albain,Male
Alban,Male
Albana,Female
Albane,Female
Albanie,Female
Albanne,Female
Albano,Male
Albena,Female
Alber,Male
Alberdina,Female
Alberdine,Female
Albéric,Male
Alberica,Female
Alberico,Male
Albert,Male
Alberta,Female
Albertas,Male
Albertdine,Female
Alberte,Female
Albertha,Female
Alberthe,Female
Albertien,Female
Albertina,Female
Albertine,Female
Albertino,Male
Albertje,Female
Alberto,Male
Alberts,Male
Albertus,Male
Albi,Male
Albin,Male
Albina,Female
Albīna,Female
Albína,Female
Albinas,Male
Albinca,Female
Albine,Female
Albino,Male
Albinus,Male
Albion,Male
Albo,Male
Albrecht,Male
Albulena,Female
Alby,Male
Alcea,Female
Alceo,Male
Alceste,Female
Alceu,Male
Alcide,Male
Alcides,Male
Alcídia,Female
Alcina,Female
Alcinda,Female
Alcindo,Male
Alcínio,Male
Alcino,Male
Alco,Male
Alda,Female
Aldas,Male
Aldegonda,Female
Alden,Male
Aldéric,Male
Alderico,Male
Aldesina,Female
Aldesino,Male
Aldi,Male
Aldijana,Female
Aldin,Male
Aldina,Female
Aldine,Female
Aldino,Male
Aldis,Male
Aldís,Female
Aldo,Male
Aldobrando,Male
Aldona,Female
Aldonija,Female
Aldónio,Male
Aldonis,Male
Aldor,Male
Aldous,Male
Aldric,Male
Aldrich,Male
Aldrik,Male
Alduina,Female
Alduino,Male
Aldwin,Male
Aldwyn,Male
Ale,Male
Alė,Female
Aleah,Female
Aleandra,Female
Aleandro,Male
Alearda,Female
Aleardo,Male
Alec,Male
Alecia,Female
Aleck,Male
Alecsandra,Female
Alecsandrina,Female
Alecsandru,Male
Alecse,Male
Aled,Male
Aleg,Male
Alegria,Female
Aleh,Male
Aleida,Female
Aleja,Female
Alejandra,Female
Alejandrina,Female
Alejandrino,Male
Alejandro,Male
Alejo,Male
Aleka,Female
Aleko,Male
Alekper,Male
Aleks,Male
Aleksa,Female
Aleksandar,Male
Aleksander,Male
Aleksandr,Male
Aleksandra,Female
Aleksandras,Male
Aleksandre,Male
Aleksandrina,Female
Aleksandrs,Male
Aleksanteri,Male
Aleksas,Male
Aleksei,Male
Aleksej,Male
Aleksejs,Male
Aleksejus,Male
Aleksėjus,Male
Aleksey,Male
Aleksi,Male
Aleksiejus,Male
Aleksy,Male
Alem,Male
Alemanno,Male
Alen,Male
Alena,Female
Alene,Female
Alenka,Female
Alenushka,Female
Alerich,Male
Alerk,Male
Aleš,Male
Aleša,Female
Alesander,Male
Alesha,Female
Alesia,Female
Alesja,Female
Alessandra,Female
Alessandrina,Female
Alessandrino,Male
Alessandro,Male
Alessia,Female
Alessio,Male
Alessja,Female
Alessya,Female
Alesya,Female
Aleta,Female
Aletha,Female
Aletta,Female
Alette,Female
Alev,Female
Alevtina,Female
Alevtīna,Female
Alex,Male
Alexa,Female
Alexan,Male
Alexandar,Male
Alexander,Male
Alexandr,Male
Alexandra,Female
Alexandre,Male
Alexandrea,Female
Alexandria,Female
Alexandrie,Female
Alexandrina,Female
Alexandrine,Female
Alexandrino,Male
Alexandro,Male
Alexandros,Male
Alexandru,Male
Alexane,Female
Alexanne,Female
Alexe,Male
Alexei,Male
Alexej,Male
Alexey,Male
Alexi,Male
Alexia,Female
Alexía,Female
Alexiane,Female
Alexie,Female
Alexina,Female
Alexine,Female
Alexios,Male
Alexis,Male
Alexus,Female
Alexy,Male
Aleyna,Female
Alf,Male
Alfa,Female
Alfaia,Female
Álfdís,Female
Alfea,Female
Alfeo,Male
Alfeu,Female
Alfhard,Male
Álfheiður,Female
Alfhild,Female
Álfhildur,Female
Alfia,Female
Alfiera,Female
Alfiero,Male
Alfija,Female
Alfina,Female
Alfino,Male
Alfinus,Male
Alfio,Male
Alfiya,Female
Alfo,Male
Alfons,Male
Alfonsa,Female
Alfonsas,Male
Alfonsina,Female
Alfonsino,Male
Alfonso,Male
Alfonz,Male
Alford,Male
Alfred,Male
Alfréd,Male
Alfreð,Male
Alfreda,Female
Alfredas,Male
Alfredina,Female
Alfredine,Female
Alfredo,Male
Alfrēds,Male
Alfrid,Female
Alfried,Male
Álfrún,Female
Alfs,Male
Algė,Female
Alger,Male
Algimanta,Female
Algimantas,Male
Algimas,Male
Algirdas,Male
Algis,Male
Algrid,Female
Algunde,Female
Alhard,Male
Alhed,Female
Alheid,Female
Alheide,Female
Alheidis,Female
Ali,Female
Ali,Male
Alia,Female
Aliah,Female
Aliaksandr,Male
Aliaksandra,Female
Aliaksei,Male
Aliaksej,Male
Aliaksey,Male
Alibay,Male
Alibek,Male
Alibi,Male
Alica,Female
Alican,Male
Alice,Female
Alicia,Female
Alícia,Female
Alicija,Female
Alicio,Male
Aliciya,Female
Alicja,Female
Alick,Male
Alida,Female
Alide,Female
Alídio,Male
Alie,Female
Alien,Female
Aliene,Female
Alienor,Female
Alies,Female
Alies,Male
Aliete,Female
Aliette,Female
Alighiero,Male
Aligi,Male
Alihan,Male
Aliina,Female
Aliisa,Female
Alija,Female
Alija,Male
Alijah,Male
Alije,Female
Alik,Male
Alikhan,Male
Aliki,Female
Alim,Male
Alima,Female
Alime,Female
Alimzhan,Male
Alin,Male
Alina,Female
Alīna,Female
Alinda,Female
Alinde,Female
Aline,Female
Alino,Male
Aliodija,Female
Alion,Male
Aliona,Female
Aliosha,Male
Aliosman,Male
Alipio,Male
Alípio,Male
Aliriza,Male
Alis,Female
Alis,Male
Alisa,Female
Alısan,Male
Alisdair,Male
Alise,Female
Alisé,Female
Alisée,Female
Alisha,Female
Alisher,Male
Alison,Female
Alisone,Female
Alissa,Female
Alisson,Female
Alissone,Female
Alistair,Male
Alistaire,Male
Alister,Male
Alitsia,Female
Alius,Male
Alivia,Female
Alívio,Male
Alix,Female
Alixe,Female
Alixia,Female
Aliya,Female
Aliyah,Female
Aliye,Female
Aliyya,Female
Aliz,Female
Aliza,Female
Alize,Female
Alizé,Female
Alizéa,Female
Alizée,Female
Alja,Female
Aljaž,Male
Aljo,Male
Aljona,Female
Aljoša,Male
Aljoscha,Male
Aljosha,Male
Alka,Female
Alkaios,Male
Alkan,Male
Alkea,Female
Alket,Male
Alketa,Female
Alki,Female
Alkinoi,Female
Alkis,Male
Alkistis,Male
Alkiviadis,Male
Alla,Female
Allain,Male
Allal,Male
Allan,Male
Allana,Female
Allar,Male
Allard,Male
Allart,Male
Alle,Male
Allegonda,Female
Allegonde,Female
Allegra,Female
Allegro,Male
Allen,Male
Allene,Female
Alli,Female
Alliette,Female
Allison,Female
Allister,Male
Allmar,Male
Ally,Female
Allyson,Female
Allyssa,Female
Alma,Female
Almagul,Female
Almantas,Male
Almar,Male
Almarin,Male
Almarina,Female
Almas,Male
Almat,Male
Almath,Female
Almaz,Female
Almaz,Male
Almeda,Female
Almerina,Female
Almerinda,Female
Almerindo,Male
Almerino,Male
Almin,Male
Alminas,Male
Almine,Female
Alminus,Male
Almir,Male
Almira,Female
Almirka,Female
Almiro,Male
Almke,Female
Almo,Male
Álmos,Male
Almtrud,Female
Almudena,Female
Almut,Female
Almute,Female
Almuth,Female
Alnis,Male
Alo,Male
Alodie,Female
Alois,Male
Aloisa,Female
Aloisia,Female
Aloisie,Female
Aloisio,Male
Aloisius,Male
Aloizas,Male
Aloizs,Male
Alojz,Male
Alojzia,Female
Alojzij,Male
Alojzija,Female
Alojzije,Male
Alok,Male
Aloke,Male
Alon,Male
Alona,Female
Aļona,Female
Alondra,Female
Alonsa,Female
Alonso,Male
Alonzo,Male
Aloys,Male
Aloysia,Female
Aloysius,Male
Aloyzas,Male
Alp,Male
Alparslan,Male
Alpaslan,Male
Alpay,Male
Alpcan,Male
Alper,Male
Alperen,Male
Alpha,Female
Alphons,Male
Alphonsa,Female
Alphonse,Male
Alphonsine,Female
Alphonsus,Male
Alpo,Male
Alptekin,Male
Alptuğ,Male
Alqi,Male
Alric,Male
Alrich,Male
Alrick,Male
Alrik,Male
Alroy,Male
Alrun,Female
Alser,Male
Alston,Male
Alta,Female
Altagracia,Female
Altair,Female
Altan,Male
Altay,Male
Altea,Female
Alteo,Male
Alter,Male
Altera,Female
Altero,Male
Alteus,Male
Altfried,Male
Altha,Female
Althea,Female
Altin,Male
Altina,Female
Altinaj,Female
Altine,Female
Altino,Male
Altis,Male
Altje,Female
Alto,Male
Alton,Male
Altraud,Female
Altrud,Female
Altti,Male
Altuğ,Male
Altun,Male
Altunay,Female
Altynai,Female
Altynay,Female
Altynbek,Male
Alun,Male
Alush,Male
Alv,Male
Alva,Female
Alvan,Male
Alvapillai,Male
Alvar,Male
Alvara,Female
Álvara,Female
Alvard,Female
Alvaro,Male
Álvaro,Male
Alve,Male
Alvera,Female
Alvida,Female
Alvidas,Male
Alvie,Male
Alviina,Female
Alvilde,Female
Alvils,Male
Alvin,Male
Alvina,Female
Alvino,Male
Alvira,Female
Alvis,Male
Alvisa,Female
Alvise,Male
Alvyda,Female
Alvydas,Male
Alwies,Male
Alwin,Male
Alwina,Female
Alwine,Female
Alwyn,Male
Aly,Female
Aly,Male
Alya,Female
Alyce,Female
Alycia,Female
Alyette,Female
Alyona,Female
Alyosha,Male
Alys,Female
Alysa,Female
Alyse,Female
Alysée,Female
Alysha,Female
Alysia,Female
Alyson,Female
Alyssa,Female
Alyzée,Female
Alžbeta,Female
Alta,Female
Alzira,Female
Amabel,Female
Amable,Male
Amada,Female
Amadea,Female
Amadeo,Male
Amadeu,Male
Amadeus,Male
Amadio,Male
Amado,Male
Amador,Male
Amadora,Female
Amaël,Male
Amaelle,Female
Amaia,Female
Amal,Male
Amala,Female
Amalan,Male
Amale,Female
Amalia,Female
Amália,Female
Amalía,Female
Amalie,Female
Amalija,Female
Amalio,Male
Amalric,Male
Aman,Male
Amance,Female
Amancia,Female
Amancio,Male
Amand,Male
Amanda,Female
Amande,Female
Amandine,Female
Amândio,Male
Amando,Male
Amandus,Male
Amani,Female
Amanollah,Male
Amant,Male
Amanta,Female
Amanullah,Male
Amanzhan,Male
Amanzia,Female
Amanzio,Male
Amar,Male
Amara,Female
Amaral,Male
Amarande,Female
Amaranta,Female
Amaresh,Male
Amarilda,Female
Amarildo,Male
Amarilis,Female
Amarion,Male
Amaro,Male
Amata,Female
Amato,Male
Amaury,Male
Amável,Male
Amaya,Female
Amber,Female
Ambika,Female
Ambira,Female
Ambra,Female
Ambraziejus,Male
Ambre,Female
Ambrine,Female
Ambrogia,Female
Ambrogina,Female
Ambrogino,Male
Ambrogio,Male
Ambroise,Male
Ambroisine,Female
Ambros,Male
Ambrose,Male
Ambrosia,Female
Ambrosio,Male
Ambrósio,Male
Ambrosius,Male
Ambroz,Male
Ambrozie,Male
Ambroziu,Male
Ambrus,Male
Ame,Male
Amé,Male
Amédé,Male
Amedea,Female
Amedeo,Male
Amedeu,Male
Ameen,Male
Ameer,Male
Ameeta,Female
Ameetha,Female
Amel,Female
Amel,Male
Amela,Female
Amelia,Female
Amélia,Female
Amelie,Female
Amélie,Female
Amélien,Male
Amelija,Female
Amélina,Female
Ameline,Female
Amelio,Male
Amelius,Male
Amely,Female
Amélyne,Female
Amena,Female
Amer,Male
America,Female
América,Female
Americo,Male
Américo,Male
Ameriga,Female
Amerigo,Male
Amery,Male
Amet,Male
Amfilochios,Male
Amhlaoibh,Male
Ami,Female
Ami,Male
Amie,Female
Amiel,Male
Amiela,Female
Amihai,Male
Amil,Male
Amila,Female
Amilcar,Male
Amílcar,Male
Amilcare,Male
Amin,Male
Amina,Female
Aminah,Female
Aminata,Female
Amine,Male
Aminullah,Male
Amir,Male
Amira,Female
Amirah,Female
Amiram,Male
Amiran,Male
Amire,Female
Amiri,Male
Amishi,Female
Amit,Male
Amita,Female
Amitabh,Male
Amitai,Male
Amitava,Male
Amiya,Female
Amiyah,Female
Amjad,Male
Amleto,Male
Ammar,Male
Ammaria,Female
Ammo,Male
Ammon,Male
Amneris,Male
Amnon,Male
Amodio,Male
Amon,Male
Amor,Female
Amorim,Male
Amory,Male
Amos,Male
Amparo,Female
Ampelia,Female
Ampelio,Male
Amr,Male
Amra,Female
Amrei,Female
Amrik,Male
Amrita,Female
Amro,Male
Amrou,Male
Amsah,Female
Amund,Male
Ámundi,Male
Amūras,Male
Amy,Female
Amya,Female
Amzie,Female
An,Female
Ana,Female
Anabel,Female
Anabela,Female
Ana-Belén,Female
Anabella,Female
Anabelle,Female
Anaclet,Male
Anacleta,Female
Anacleto,Male
Anaële,Female
Anaelle,Female
Anagnost,Male
Anahi,Female
Anahit,Female
Anahita,Female
Anaida,Female
Anaïs,Female
Anália,Female
Analía,Female
Anamari,Female
Anamaria,Female
Anamarija,Female
Anamika,Female
Anan,Male
Anand,Male
Ananda,Male
Anandaraja,Male
Anandarajah,Male
Anania,Male
Ananio,Female
Anar,Female
Anar,Male
Anara,Female
Anarbek,Male
Anargyros,Male
Anarsija,Female
Anartz,Male
Anary,Male
Anas,Male
Anasia,Female
Anass,Male
Anastácia,Female
Anastácio,Male
Anastas,Male
Anastase,Male
Anastasia,Female
Anastasie,Female
Anastasie,Male
Anastasiea,Female
Anastasiia,Female
Anastasija,Female
Anastasika,Female
Anastasio,Male
Anastasios,Male
Anastasiya,Female
Anastassia,Female
Anastassija,Female
Anastassios,Male
Anastassiya,Female
Anastasya,Female
Anastazas,Male
Anastazia,Female
Anastázia,Female
Anastazie,Female
Anastazija,Female
Anastazja,Female
Anasthasie,Female
Anasztázia,Female
Anat,Female
Anatilde,Female
Anatol,Male
Anatole,Male
Anatoli,Male
Anatolia,Female
Anatolie,Female
Anatolie,Male
Anatolii,Male
Anatolij,Male
Anatolija,Female
Anatolijs,Male
Anatolijus,Male
Anatolio,Male
Anatoliy,Male
Anatoliya,Female
Anatoly,Male
Anaya,Female
Anbar,Female
Anbjørn,Male
Anca,Female
Ance,Female
Ancelin,Male
Anchise,Male
Ancilla,Female
Anco,Male
Ancuţa,Female
Anda,Female
Anđa,Female
Ande,Female
Anđela,Female
Anděla,Female
Andele,Male
Anđelija,Female
Anđelina,Female
Anđelka,Female
Anđelko,Male
Anđelo,Male
Ander,Male
Andere,Female
Anders,Male
Anderson,Male
Andi,Male
Andie,Female
Andima,Male
Andin,Male
Andina,Female
Andino,Male
Andis,Male
Andj,Male
Ando,Male
Andolin,Male
Andolina,Female
Andon,Male
Andoni,Male
Andor,Male
Andra,Female
Andrada,Female
Andranik,Male
Andraş,Male
András,Male
Andraž,Male
Andre,Male
André,Male
Andrea,Female
Andrea,Male
Andréa,Female
Andreana,Female
Andréane,Female
Andréanne,Female
Andreano,Male
Andreas,Male
Andréas,Male
Andree,Male
Andrée,Female
Andreea,Female
Andrees,Male
Andrei,Male
